id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
183996	LargeTopFloor,2Terraces,Prenzl'Berg	882841	Johannes	Pankow	Helmholtzplatz	5.254.362.828.315.850	13.418.535.807.902.300	Entire home/apt	375	2	36	2018-11-04	0.86	3	224
185960	bright and large furnished room	893191	Juliane	Neukölln	Reuterstraße	5.248.350.793.185.750	13.435.552.522.915.600	Private room	29	7	14	2018-08-09	0.16	1	258
186851	CasaKaiser, 2 room apartment	898345	Susanne	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.283.185.683.640	13.348.729.563.560.100	Entire home/apt	32	62	51	2018-08-31	0.65	1	205
186908	Appartement Dressler in Berlin	898681	Michael	Treptow - Köpenick	Schmöckwitz/Karolinenhof/Rauchfangswerder	5.238.057.986.494.850	1.365.115.683.520.290	Entire home/apt	45	2	2	2014-08-14	0.03	4	86
186999	House on Water	898681	Michael	Treptow - Köpenick	Schmöckwitz/Karolinenhof/Rauchfangswerder	5.237.886.768.122.410	13.651.231.409.727.000	Entire home/apt	120	3	7	2018-03-25	0.13	4	86
187206	cozy room	900521	Angelika-Maria	Mitte	Osloer Straße	5.256.334.466.720.350	13.388.021.573.580.900	Private room	25	2	224	2018-11-04	2.63	1	322
187326	Cozy Apartment with sun terrace	901252	Almuth	Steglitz - Zehlendorf	Drakestr.	52.444.094.109.047.800	13.294.342.076.502.400	Entire home/apt	59	3	63	2018-09-22	01.03	1	130
188565	Lovely Sailingboat close to Berlin- Mitte	908562	Anis	Reinickendorf	West 1	52.575.025.646.606.400	13.263.064.943.953.400	Entire home/apt	86	1	4	2018-09-19	0.17	4	87
188922	Stay in Prenzlauerberg Berlin !	910884	Kristian	Pankow	Prenzlauer Berg Südwest	5.253.049.238.521.450	13.414.710.578.048.700	Entire home/apt	45	28	14	2014-08-28	0.16	1	0
189288	Townhouse Altenescher Weg	907038	Katarina-Susanne	Pankow	Prenzlauer Berg Ost	52.538.143.284.261.200	13.455.527.819.831.600	Entire home/apt	100	3	63	2018-10-19	0.79	2	325
189596	Mitte Miniloft apartment w. terrace	914711	Jon	Mitte	Brunnenstr. Süd	5.253.046.410.409.000	13.398.893.490.862.600	Entire home/apt	80	4	79	2016-05-06	0.90	1	0
190448	Modernes Studioapartment Berlin	920085	Ursula	Neukölln	Buckow Nord	5.244.148.568.338.180	1.346.192.775.672.960	Entire home/apt	50	2	3	2018-09-23	0.04	2	242
191023	2-Room-Apartment in Berlin-Mitte	923408	Anne	Mitte	Alexanderplatz	5.251.178.126.319.930	13.407.514.094.169.700	Private room	49	1	40	2018-08-16	0.75	1	0
192050	Perfect for 5 + WLAN near (URL HIDDEN)	929861	Mandy	Pankow	Pankow Süd	5.257.240.900.194.280	13.421.871.279.754.800	Entire home/apt	55	120	25	2018-09-02	0.30	2	105
192052	studio apartment in mitte (N° 1)	929943	Reineldis & Fabian	Mitte	Brunnenstr. Süd	5.252.940.390.732.010	1.339.327.420.282.070	Entire home/apt	79	2	212	2018-04-30	2.44	3	6
192103	studio apartment in mitte (N° 2)	929943	Reineldis & Fabian	Mitte	Brunnenstr. Süd	5.252.957.871.113.230	13.391.711.340.752.100	Entire home/apt	75	2	253	2018-06-19	2.94	3	0
192499	FILMSALON	868282	Frank	Friedrichshain-Kreuzberg	Tempelhofer Vorstadt	524.936.479.305.933	13.421.148.882.821.400	Private room	49	2	398	2018-10-29	4.51	2	140
193625	perfect spot/place in Down Town :-)	939077	Rob	Mitte	Alexanderplatz	52.527.619.309.111.200	13.388.895.101.155.100	Private room	38	3	341	2018-11-06	3.92	1	43
194374	Cottage in the city with garden	943996	Monika	Lichtenberg	Karlshorst	52.477.390.158.817.100	13.507.936.941.497.100	Entire home/apt	65	3	33	2018-08-20	0.40	6	328
194465	Beautiful Loft-Studio with garden	944530	Christian And Verónica	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Nord	52.520.442.263.765.500	13.444.983.885.777.400	Private room	75	3	132	2018-11-04	1.54	1	301
194546	Central modern 2-room flat in Mitte	944961	Veli	Mitte	Alexanderplatz	5.250.604.469.012.270	13.417.929.178.855.100	Entire home/apt	75	4	90	2018-10-24	1.12	2	62
194694	a light from heaven & an old school	945655	M	Lichtenberg	Alt-Lichtenberg	5.251.244.743.327.120	13.492.144.696.962.300	Private room	38	3	101	2018-10-24	1.17	2	142
195467	Obere Etage im Haus.	889228	Jacqueline	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.249.420.770.930.030	13.468.728.177.198.300	Private room	89	2	6	2018-05-20	0.28	1	338
196149	Best location in Berlin-Mitte /WIFI	954669	Martin	Mitte	Brunnenstr. Süd	5.253.092.443.537.310	13.403.572.311.247.800	Entire home/apt	74	2	301	2018-10-29	4.48	1	66
196285	Studio-apt Kreuzberg: central/cozy	955509	Karsten	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.689.827.689.650	13.423.479.701.611.600	Entire home/apt	50	3	92	2015-05-26	01.06	3	0
197291	App. w garden, firepl. a. whirlpool	1311026	Volker	Pankow	Blankenburg/Heinersdorf/Märchenland	5.258.088.569.648.620	13.443.772.840.039.300	Entire home/apt	120	1	27	2018-09-30	0.31	1	352
198584	Oriental Style Room, Kudamm / Zoo	969532	Wendy	Charlottenburg-Wilm.	Düsseldorfer Straße	52.498.889.160.288	13.323.856.192.126.800	Private room	38	7	9	2018-09-10	0.20	2	321
198896	A lovely luminous room...	971540	Jean-Baptiste	Tempelhof - Schöneberg	Schöneberg-Süd	524.808.799.803.706	13.354.502.530.986.700	Private room	25	1	10	2016-07-13	0.13	1	0
201224	very charming central apartment....	984036	Rene	Mitte	Tiergarten Süd	52.504.484.788.621.000	1.335.903.344.819.540	Entire home/apt	88	3	189	2018-10-21	2.31	1	133
203634	Outstanding penthouse in Prenz Berg	998898	Dimitry	Pankow	Helmholtzplatz	5.254.301.025.680.190	13.415.250.690.082.200	Entire home/apt	125	4	110	2018-10-02	1.29	1	97
204609	Bright room in 1870s-building, nice neighbourhood	893138	Katja	Lichtenberg	Neu Lichtenberg	5.250.521.255.445.630	13.478.590.392.843.500	Private room	49	2	129	2018-10-16	1.49	1	21
204617	separates Mini-Appartement mit  Bad + WC	1004934	Angelika	Charlottenburg-Wilm.	Neue Kantstraße	5.250.516.591.500.460	132.946.603.001.323	Entire home/apt	50	1	2	2017-04-04	0.10	1	0
206021	Nice sunny room ,Central area...you	467895	Ursula	Charlottenburg-Wilm.	Mierendorffplatz	5.252.464.160.751.240	13.299.494.362.945.700	Private room	35	3	5	2018-09-15	1.17	1	316
206454	Hot Spot Berlin-Mitte apartment!	358915	Diana	Mitte	Brunnenstr. Süd	5.253.202.563.222.980	1.340.097.022.182.880	Entire home/apt	70	3	22	2018-10-12	0.28	1	15
207740	Schicke Garten-Maisonette in Kreuzberg	1022663	Vanessa	Friedrichshain-Kreuzberg	nördliche Luisenstadt	52.500.417.014.749.200	13.435.778.838.381.800	Entire home/apt	195	3	7	2018-11-01	0.46	1	0
209649	Berlin Center – Charlottenburg Wilmersdorf	1033300	Thomas	Charlottenburg-Wilm.	Kantstraße	5.251.079.405.546.000	13.302.161.703.740.400	Private room	200	7	31	2018-10-31	0.35	1	323
210734	VERY CENTRAL AND COSY	1039350	Gosia	Mitte	Moabit West	525.229.757.133.339	1.333.415.700.339.060	Entire home/apt	165	3	245	2018-11-02	2.82	1	295
214491	enchanting room in the centre,	1107206	Lalita	Mitte	Alexanderplatz	525.207.625.967.276	13.381.918.709.025.500	Private room	35	1	161	2018-11-03	1.90	1	326
214518	Chimaysaberlin B&B Front Double Bed	156897	Helen	Charlottenburg-Wilm.	Otto-Suhr-Allee	52.519.934.247.472.700	133.005.575.479.819	Private room	51	1	7	2018-10-11	0.09	2	291
214784	Charming Room in a beautiful flat	1108996	Alexandra	Neukölln	Reuterstraße	52.490.044.361.012.700	13.426.967.298.411.400	Private room	35	2	189	2018-10-24	2.17	1	64
214855	dnb-berlin - private room	706845	Anna	Mitte	Tiergarten Süd	5.250.183.956.508.400	13.354.646.685.641.000	Private room	45	3	195	2018-10-13	2.48	1	129
220445	Apt. Near Charlottenburg Palace	1142834	Detlef	Charlottenburg-Wilm.	Mierendorffplatz	5.252.470.399.077.780	13.299.557.839.037.400	Entire home/apt	60	30	16	2018-08-31	0.24	1	276
220808	bright room in three-room apartment	1145078	Antonie	Steglitz - Zehlendorf	Ostpreußendamm	52.430.104.358.855.000	1.332.693.121.803.580	Private room	45	2	29	2018-10-31	0.39	1	328
221015	clean calm cosy central apartment	1146238	Arzu & Tom	Mitte	Wedding Zentrum	52.540.629.677.496.200	13.351.473.944.161.600	Entire home/apt	75	1	413	2018-11-03	4.78	2	107
222784	Queit-central-balcony-WiFi, lease - min 2 months	1156924	Kelly	Mitte	Moabit West	52.529.803.443.195.900	13.340.366.691.280.700	Entire home/apt	69	60	195	2018-08-31	2.32	1	339
223622	1 bedroom in Berlin Friedrichshain	913422	Kathrin	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	5.251.502.989.645.920	13.443.848.522.015.600	Entire home/apt	45	2	6	2017-01-02	0.08	1	0
226925	Appartement Dressler at lake Seddin	898681	Michael	Treptow - Köpenick	Schmöckwitz/Karolinenhof/Rauchfangswerder	5.237.878.080.449.920	13.652.787.226.696.100	Entire home/apt	50	2	2	2018-11-05	0.05	4	113
227072	Cosy and huge family place, 1184sf	1093451	Julia	Mitte	Brunnenstr. Süd	5.253.601.083.929.210	13.405.435.238.730.000	Entire home/apt	110	5	29	2018-09-22	0.34	1	3
228964	super Wohnung MITTEndrin!	1195025	Behnam	Mitte	Alexanderplatz	5.252.437.689.318.980	13.407.359.613.120.200	Private room	95	1	19	2018-10-09	0.50	2	355
229075	Sun-drenched three-room-apartment	1195776	Cornelia Und Claudia	Friedrichshain-Kreuzberg	südliche Luisenstadt	5.249.435.563.389.950	13.429.129.386.130.700	Entire home/apt	75	14	41	2018-10-03	0.48	1	136
229099	Nice room near airport Berlin SXF	1196119	Hannes	Treptow - Köpenick	Altglienicke	5.240.354.899.284.030	13.533.731.117.373.100	Private room	30	1	200	2018-06-29	2.43	1	311
229348	Excl. Studio A Mitte/Hansaviertel	1195177	Annika	Mitte	Moabit Ost	5.251.992.057.425.580	13.341.492.658.563.200	Entire home/apt	65	5	51	2018-11-03	0.60	2	311
229363	Excl. Studio B Mitte/Hansaviertel	1195177	Annika	Mitte	Moabit Ost	52.522.072.202.058.000	1.334.352.668.268.550	Entire home/apt	65	4	35	2018-08-01	0.48	2	276
229776	Cosy room in Mitte / Rosenthaler Platz	956350	Arne	Mitte	Alexanderplatz	5.252.833.799.965.160	13.406.337.450.495.000	Private room	46	3	106	2018-11-04	1.23	1	236
230611	4 bedroom holiday house Berlin	1205340	Christine	Tempelhof - Schöneberg	Lichtenrade	52.392.687.726.133.000	13.391.632.552.317.700	Entire home/apt	65	60	7	2015-12-18	0.09	1	104
230824	Bright & Roomy in Vintage Home	1206680	Marie	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.506.840.814.433.500	13.470.117.582.270.000	Private room	28	1	130	2018-10-24	1.56	3	93
231220	1 Room Apartment, Charlottenburg	1209193	Michael	Charlottenburg-Wilm.	Westend	5.251.190.027.747.290	13.284.742.775.886.700	Entire home/apt	30	60	18	2018-09-02	0.23	1	221
231598	Apartment Berlin	1210839	Maria Teresa	Tempelhof - Schöneberg	Schöneberg-Nord	52.491.763.485.978.200	13.351.436.302.461.500	Entire home/apt	49	60	62	2018-09-16	0.76	1	220
231853	Bright, quiet and spacious two-room	1212435	Stefan	Friedrichshain-Kreuzberg	nördliche Luisenstadt	5.250.181.659.449.090	13.429.231.761.295.500	Entire home/apt	55	60	7	2015-12-01	0.10	1	107
233083	2-bed-loft-dwelling designers flat	1219893	Katharina	Charlottenburg-Wilm.	Neue Kantstraße	5.250.397.219.242.030	13.295.973.011.618.000	Entire home/apt	98	60	36	2018-08-11	0.43	1	211
233453	Pretty room in Neukölln/Sonnenallee	1221935	Anne	Neukölln	Reuterstraße	5.248.417.093.894.840	13.437.282.187.018.700	Private room	32	2	30	2013-11-20	0.35	1	251
233770	Holiday apartment in Berlin's Green	1224097	Bernhard	Marzahn - Hellersdorf	Mahlsdorf	5.247.587.685.980.940	13.607.608.178.539.000	Entire home/apt	55	2	15	2018-09-16	0.26	1	345
235766	Sunny Apartment Balcony on Park	1235665	Mark	Mitte	Brunnenstr. Süd	5.253.388.173.529.450	13.401.050.819.817.400	Entire home/apt	39	120	42	2016-03-25	0.52	1	359
236509	Berlin City Center, Great Vista	1240004	Georg	Mitte	Alexanderplatz	5.251.578.831.180.300	13.418.549.312.655.400	Entire home/apt	82	90	39	2018-06-08	0.45	2	244
236552	Typical Berlin Alt-bau in Kreuzberg	1240184	Jessica	Friedrichshain-Kreuzberg	südliche Luisenstadt	52.497.308.494.374	13.429.808.382.656.500	Private room	46	1	277	2018-10-29	3.21	1	79
237038	A lovely room in the Mitte - Berlin	253136	Peter	Mitte	Regierungsviertel	52.511.045.684.345.800	13.381.400.737.088.400	Private room	60	2	127	2018-10-23	1.48	3	103
237359	Sweet Home , romantic apartment	1244725	Jutta	Reinickendorf	West 5	5.258.796.884.506.980	13.278.397.055.604.900	Entire home/apt	60	5	3	2018-05-25	0.06	1	212
237670	Apartment Burde 2	920085	Ursula	Neukölln	Buckow Nord	5.244.141.610.069.690	1.346.075.330.523.130	Entire home/apt	43	2	5	2018-10-23	0.13	2	277
238275	Baroqueapartment with loftcharacter	1249583	Alexander	Mitte	Alexanderplatz	5.252.465.725.000.480	13.403.457.842.597.000	Entire home/apt	85	8	7	2016-12-30	0.09	1	307
238396	Within the city, calm and leafy	1250154	Henrik	Pankow	Prenzlauer Berg Südwest	525.321.411.985.643	13.415.193.972.599.300	Entire home/apt	60	3	373	2018-10-31	4.38	2	91
238569	Nice bright flat near Mauerpark	1250911	May	Pankow	Prenzlauer Berg Nordwest	52.550.490.514.601.200	13.404.158.902.385.200	Private room	58	4	80	2018-05-22	0.96	1	271
239139	Central, Berlin Mitte, 4 Pers.	1254352	Jana	Mitte	Brunnenstr. Süd	5.253.624.688.585.290	1.339.794.951.411.190	Private room	55	90	101	2018-08-13	1.19	2	191
239314	Comfortable Room in Vintage Home	1206680	Marie	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.250.583.363.964.930	13.470.255.918.977.900	Private room	30	1	55	2018-07-12	0.67	3	27
240169	Berlin, Neukölln, Room B	1259589	Alexine	Neukölln	Rixdorf	52.479.170.437.611.300	13.437.874.284.970.300	Private room	31	3	146	2018-10-14	4.33	3	0
240735	I want Berlin!	1262812	Heike	Marzahn - Hellersdorf	Biesdorf	5.249.957.828.921.160	13.557.983.046.191.400	Private room	35	5	16	2018-07-07	0.20	2	159
242366	Chic 2 room apartment  Berlin Mitte	1003245	Maryna	Mitte	Moabit Ost	52.523.867.805.796.300	13.357.807.298.453.200	Entire home/apt	45	2	105	2018-10-12	1.37	1	232
242794	Elegant renovated apartment 72 m2	1274606	Mario	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.487.095.989.100	1.345.561.448.958.180	Entire home/apt	100	4	42	2018-09-29	0.53	1	274
242927	Holiday Rental in Berlin Wannsee with small garden	1275359	Henning	Steglitz - Zehlendorf	Zehlendorf  Südwest	5.241.580.605.640.960	13.164.464.301.716.800	Entire home/apt	95	5	1	2018-05-08	0.16	2	272
242978	Exclusive one-bedroom apartment	1275576	Thomas	Mitte	Moabit West	5.252.803.899.815.500	1.333.020.950.403.220	Entire home/apt	63	2	73	2018-10-22	01.02	6	251
243057	rooftop-apartement "Blueberry Hill"  Berlin center	1275795	Arne & Ute	Mitte	Moabit West	5.253.067.177.517.640	13.335.319.849.326.700	Entire home/apt	175	2	24	2018-10-12	0.55	1	362
243063	Holiday apartment in Berlin Mitte	1275846	Anna	Mitte	Brunnenstr. Süd	5.252.850.021.063.420	13.390.670.051.625.600	Entire home/apt	130	1	179	2018-10-11	2.31	2	44
243081	Living with style, apartment 2	1275846	Anna	Mitte	Brunnenstr. Süd	52.529.300.335.813.900	13.390.843.054.117.000	Entire home/apt	120	1	150	2018-10-12	1.90	2	81
243238	Blue Jewel in Green Borough	1276585	Katharina	Treptow - Köpenick	Johannisthal	5.244.595.823.727.050	13.497.777.517.486.000	Entire home/apt	64	2	69	2018-11-04	1.53	1	325
244425	11th-Floor near KaDeWe!! -in Berlin	1282150	Bernd	Tempelhof - Schöneberg	Schöneberg-Nord	5.250.040.186.218.020	13.345.326.956.497.400	Entire home/apt	55	90	163	2018-02-18	1.92	4	304
244924	sunny 2-room appartment in Berlin	933872	Johanna	Tempelhof - Schöneberg	Schöneberg-Süd	5.248.504.389.136.350	13.360.035.335.647.300	Private room	29	1	62	2018-10-26	0.73	1	349
245744	Apartment in central Berlin	1289259	Martina	Mitte	Regierungsviertel	52.521.983.608.737.100	13.390.592.110.573.700	Entire home/apt	150	3	104	2018-10-09	1.27	1	302
245809	2-bedroom apartment Prenzlauer Berg	1289393	Hille	Pankow	Prenzlauer Berg Nord	5.254.401.213.473.800	1.343.987.378.457.790	Entire home/apt	76	2	32	2018-10-20	0.42	2	311
245827	2-bedroom apartment Gendarmenmarkt	1289393	Hille	Mitte	Regierungsviertel	52.511.546.822.569.700	13.400.528.244.169.900	Entire home/apt	79	2	67	2018-10-08	0.92	2	291
245991	World stroller's club 2	1290112	Wolfhard	Reinickendorf	West 2	5.258.422.265.071.100	13.231.135.335.147.500	Entire home/apt	23	30	3	2018-10-14	0.05	2	0
246007	World stroller's club 1	1290112	Wolfhard	Reinickendorf	West 2	5.258.202.746.702.550	13.230.722.251.838.900	Entire home/apt	19	30	6	2017-02-01	0.08	2	129
248192	Adorable apartment in the City Center of Berlin	662565	Gisella	Tempelhof - Schöneberg	Schöneberg-Nord	52.497.819.923.780.600	13.347.333.100.731.200	Entire home/apt	49	1	119	2018-10-18	1.49	6	243
248375	Culture and shopping	1301421	Alexander	Charlottenburg-Wilm.	Kantstraße	5.250.822.824.821.170	133.118.383.137.475	Private room	45	14	12	2018-10-02	0.15	3	0
249220	1 room in an apartment in Berlin	1305769	Laurence	Charlottenburg-Wilm.	Barstraße	52.481.586.353.801.700	1.331.363.801.729.030	Private room	45	2	5	2016-07-21	0.12	1	0
249419	Studio to feel good Prenzlauerberg!	1306624	Au	Pankow	Helmholtzplatz	5.254.300.023.226.580	13.424.867.612.774.500	Entire home/apt	91	3	148	2018-10-16	1.78	1	311
250007	Exotic holiday apartment in Berlin	1310272	Jörg Und Sara	Tempelhof - Schöneberg	Schöneberg-Nord	52.494.874.698.950.700	1.335.171.087.023.950	Entire home/apt	69	2	114	2018-10-07	1.49	1	211
250023	Family- Apartment am KaDeWe 2	1310277	Claudia	Charlottenburg-Wilm.	Düsseldorfer Straße	5.249.771.085.347.560	13.336.256.129.147.800	Entire home/apt	70	90	44	2018-09-23	0.56	1	270
250067	Great 2bd apt perfect for a couple	1310454	Andrea	Neukölln	Reuterstraße	5.248.514.348.949.560	13.443.860.405.079.900	Entire home/apt	55	4	3	2015-06-10	0.04	1	0
250121	Cosy single room	1310755	Joe	Pankow	Prenzlauer Berg Südwest	5.253.137.274.624.410	13.408.128.617.005.500	Private room	45	3	6	2015-01-11	0.08	4	310
250138	Nice double room	1310755	Joe	Pankow	Prenzlauer Berg Südwest	5.253.098.335.204.720	13.406.989.746.683.900	Private room	50	7	3	2012-07-17	0.04	4	310
250171	Great Double bedroom	1310755	Joe	Pankow	Prenzlauer Berg Südwest	52.530.267.947.753.500	1.340.789.141.195.870	Private room	55	3	8	2017-01-04	0.10	4	279
250253	Apartment: Luise in Berlin	1311309	Ute	Charlottenburg-Wilm.	Otto-Suhr-Allee	5.251.874.220.456.370	1.330.645.992.534.400	Entire home/apt	93	3	14	2018-09-07	0.26	4	236
250376	142 m² = 1530 ft² ♥LOFT♥ROOMS in Friedrichshain	1312190	Davide	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	52.512.132.273.142.200	13.452.285.824.669.900	Private room	175	2	94	2018-08-02	1.13	2	158
250684	Lovely four bedroom	1310755	Joe	Pankow	Prenzlauer Berg Südwest	5.252.997.409.417.840	13.407.796.644.730.900	Private room	95	3	14	2018-10-14	0.18	4	319
250687	Apollo Apartments 1	1310866	Ashraf	Tempelhof - Schöneberg	Schöneberg-Süd	5.248.492.592.550.730	13.360.527.884.010.900	Entire home/apt	52	3	28	2018-10-19	0.36	2	0
250704	Holiday Apartment with Garden	1314462	Otto	Tempelhof - Schöneberg	Marienfelde	52.422.980.853.317.900	13.375.285.163.818.500	Entire home/apt	59	3	18	2018-10-13	0.32	1	309
250707	Apartment: Friederike in Berlin	1311309	Ute	Charlottenburg-Wilm.	Otto-Suhr-Allee	52.518.513.961.716.400	13.308.385.637.166.600	Entire home/apt	58	3	4	2016-12-07	0.06	4	238
250729	Apartment: Grazer Gärten in Berlin	1311309	Ute	Tempelhof - Schöneberg	Friedenau	5.246.903.798.906.470	13.347.680.742.264.800	Entire home/apt	72	3	1	2017-03-06	0.05	4	283
250753	Apartment: Großer Kurfürst	1311309	Ute	Mitte	Tiergarten Süd	5.250.026.036.393.850	13.364.660.230.943.600	Entire home/apt	95	3	7	2018-10-23	0.65	4	211
251398	Modern Room in a nice Environment	1318500	Renate	Spandau	Heerstraße Nord	5.251.604.140.777.260	1.317.573.476.978.590	Private room	40	1	26	2018-10-21	0.34	1	322
251548	Beautiful Apartment 14m2 Terrace in KREUZBERG	1003174	Enis	Friedrichshain-Kreuzberg	südliche Luisenstadt	524.987.083.415.991	13.425.127.970.630.700	Entire home/apt	55	1	30	2018-09-17	0.36	1	35
252664	COZY ROOFTOP APARTM.| QUIET&CENTRAL	1326442	Berliner	Mitte	Brunnenstr. Nord	5.253.935.111.354.190	13.391.105.203.549.200	Entire home/apt	79	2	51	2018-10-14	0.60	1	308
252699	*** modern-cozy-design apartment	1326695	Stina	Friedrichshain-Kreuzberg	Karl-Marx-Allee-Süd	52.514.614.659.187.500	13.450.330.136.092.000	Entire home/apt	56	60	2	2015-03-09	0.02	1	290
252933	Room vibrant but cozy Schoeneberg	1328204	Jairo	Tempelhof - Schöneberg	Schöneberg-Nord	5.249.838.863.133.120	13.350.093.297.874.100	Private room	32	2	111	2018-10-17	1.49	1	251
252967	Pension am Traveplatz Zimmer 1	1328326	Wolfram	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.144.118.745.290	13.471.455.432.590.300	Private room	32	2	40	2018-10-14	0.50	3	279
252993	Pension am Traveplatz Zimmer 2	1328326	Wolfram	Friedrichshain-Kreuzberg	Frankfurter Allee Süd FK	5.251.206.994.915.760	13.471.651.967.995.600	Private room	32	2	131	2018-11-03	1.68	3	146
